"id_organisasi";"id_berita";"id_kalimat";"nama_organisasi";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"2403";"294";"12566";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:23:20"
"2404";"203";"8893";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:23:49"
"2405";"294";"12567";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:24:10"
"2406";"96";"4016";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:24:59"
"2407";"203";"8894";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:24:59"
"2408";"203";"8895";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:25:27"
"2409";"294";"12569";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:25:38"
"2410";"5967";"250488";"AEoI";"1";"2";"65";"2018-09-07";"15:25:39"
"2411";"141";"5971";"Tidak Ada";"1";"2";"54";"2018-09-07";"15:25:56"
"2412";"294";"12570";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:26:24"
"2413";"203";"8896";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:26:43"
"2414";"294";"12572";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:27:06"
"2415";"96";"4017";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:28:04"
"2416";"203";"8897";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:28:08"
"2417";"294";"12573";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:28:13"
"2418";"203";"8898";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:28:46"
"2419";"294";"12574";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:29:00"
"2420";"203";"8899";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:29:31"
"2421";"96";"4018";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:29:41"
"2422";"294";"12575";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:30:38"
"2423";"203";"8900";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:30:59"
"2424";"96";"4019";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:31:19"
"2425";"294";"12576";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:31:51"
"2426";"203";"8901";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:32:01"
"2427";"5919";"248647";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:32:39"
"2428";"5919";"248648";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:33:23"
"2429";"96";"4020";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:34:32"
"2430";"5919";"248616";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:38:47"
"2431";"5919";"248617";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:39:24"
"2432";"5919";"248618";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:40:03"
"2433";"5919";"248619";"American Psychological Association \(APA\)";"1";"2";"62";"2018-09-07";"15:40:50"
"2434";"5919";"248620";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:41:55"
"2435";"96";"4021";"INSTRAN \(Inisiatif Strategis untuk Transportasi\)";"1";"2";"48";"2018-09-07";"15:42:14"
"2436";"5919";"248621";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:42:58"
"2437";"5919";"248622";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:45:13"
"2438";"5919";"248623";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:45:54"
"2439";"5919";"248624";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:46:52"
"2440";"5919";"248625";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:48:23"
"2441";"96";"3965";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:49:15"
"2442";"5919";"248626";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:49:23"
"2443";"96";"3966";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:50:19"
"2444";"96";"3967";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:51:04"
"2445";"5919";"248627";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:51:26"
"2446";"294";"12577";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:51:39"
"2447";"96";"3968";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:51:46"
"2448";"5919";"248628";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:52:12"
"2449";"96";"3969";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:52:32"
"2450";"5919";"248629";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:52:51"
"2451";"294";"12578";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:53:06"
"2452";"5919";"248630";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:53:26"
"2453";"96";"3970";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:53:30"
"2454";"5919";"248631";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:54:03"
"2455";"96";"3971";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:54:20"
"2456";"5919";"248632";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:54:46"
"2457";"5919";"248633";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:55:34"
"2458";"5919";"248635";"Tidak Ada";"1";"2";"62";"2018-09-07";"15:56:53"
"2459";"294";"12579";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:57:15"
"2460";"96";"3972";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:57:28"
"2461";"96";"3972";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:57:50"
"2462";"294";"12580";"Tidak Ada";"1";"2";"67";"2018-09-07";"15:58:24"
"2463";"96";"3973";"Tidak Ada";"1";"2";"48";"2018-09-07";"15:58:37"
"2464";"96";"3974";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:00:17"
"2465";"294";"12581";"Tidak Ada";"1";"2";"67";"2018-09-07";"16:01:41"
"2466";"294";"12582";"Tidak Ada";"1";"2";"67";"2018-09-07";"16:02:23"
"2467";"294";"12583";"Tidak Ada";"1";"2";"67";"2018-09-07";"16:04:20"
"2468";"96";"3975";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:05:30"
"2469";"294";"12584";"Tidak Ada";"1";"2";"67";"2018-09-07";"16:05:53"
"2470";"96";"3976";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:06:59"
"2471";"96";"3977";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:09:47"
"2472";"96";"3978";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:11:24"
"2473";"96";"3979";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:12:58"
"2474";"96";"3980";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:13:37"
"2475";"96";"3981";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:15:13"
"2476";"96";"3982";"DPRD Provinsi DIY";"1";"2";"48";"2018-09-07";"16:16:06"
"2477";"96";"3983";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:21:01"
"2478";"96";"3984";"Direktorat Jenderal Kereta Api \(DJKA\)";"1";"2";"48";"2018-09-07";"16:33:17"
"2479";"96";"3985";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:34:05"
"2480";"96";"3986";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:35:23"
"2481";"96";"3988";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:36:27"
"2482";"5895";"247789";"Robotorial";"1";"2";"72";"2018-09-07";"16:42:01"
"2483";"96";"3989";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:44:12"
"2484";"109";"4462";"Tidak Ada";"1";"2";"32";"2018-09-07";"16:45:04"
"2485";"109";"4463";"Tidak Ada";"1";"2";"32";"2018-09-07";"16:47:35"
"2486";"5895";"247759";"Tidak Ada";"1";"2";"72";"2018-09-07";"16:48:52"
"2487";"109";"4464";"Hadassah of Indonesia";"1";"2";"32";"2018-09-07";"16:50:03"
"2488";"5895";"247760";"Tidak Ada";"1";"2";"72";"2018-09-07";"16:51:59"
"2489";"5895";"247761";"Tidak Ada";"1";"2";"72";"2018-09-07";"16:55:05"
"2490";"109";"4465";"Tidak Ada";"1";"2";"32";"2018-09-07";"16:55:50"
"2491";"5895";"247762";"Tidak Ada";"1";"2";"72";"2018-09-07";"16:56:20"
"2492";"96";"3990";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:56:21"
"2493";"5895";"247763";"Tidak Ada";"1";"2";"72";"2018-09-07";"16:57:29"
"2494";"96";"3991";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:57:45"
"2495";"109";"4466";"Tidak Ada";"1";"2";"32";"2018-09-07";"16:57:53"
"2496";"96";"3992";"Tidak Ada";"1";"2";"48";"2018-09-07";"16:59:30"
"2497";"5895";"247764";"Tidak Ada";"1";"2";"72";"2018-09-07";"16:59:57"
"2498";"96";"3993";"Tidak Ada";"1";"2";"48";"2018-09-07";"17:01:17"
"2499";"5895";"247765";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:07:52"
"2500";"5895";"247766";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:25:07"
"2501";"5895";"247767";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:26:12"
"2502";"5895";"247768";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:27:05"
"2503";"5895";"247772";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:30:14"
"2504";"5895";"247776";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:31:55"
"2505";"5895";"247777";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:35:07"
"2506";"5895";"247778";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:36:28"
"2507";"5895";"247779";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:38:34"
"2508";"5895";"247780";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:40:08"
"2509";"5895";"247781";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:40:58"
"2510";"5895";"247782";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:52:01"
"2511";"5895";"247785";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:53:28"
"2512";"5895";"247788";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:56:16"
"2513";"109";"4467";"Tidak Ada";"1";"2";"32";"2018-09-07";"17:56:26"
"2514";"5898";"247906";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:57:02"
"2515";"5898";"247856";"Tidak Ada";"1";"2";"72";"2018-09-07";"17:57:54"
"2516";"109";"4468";"Tidak Ada";"1";"2";"32";"2018-09-07";"17:57:59"
"2517";"5898";"247857";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:00:43"
"2518";"5898";"247858";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:25:41"
"2519";"5898";"247859";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:26:56"
"2520";"5898";"247860";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:28:11"
"2521";"5898";"247863";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:29:09"
"2522";"5898";"247866";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:30:26"
"2523";"5898";"247867";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:31:56"
"2524";"5898";"247869";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:33:08"
"2525";"5898";"247870";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:37:47"
"2526";"5898";"247871";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:40:11"
"2527";"109";"4469";"Tidak Ada";"1";"2";"32";"2018-09-07";"18:40:25"
"2528";"5898";"247872";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:41:13"
"2529";"109";"4470";"Tidak Ada";"1";"2";"32";"2018-09-07";"18:42:14"
"2530";"5898";"247873";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:43:18"
"2531";"5898";"247874";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:44:18"
"2532";"109";"4471";"Tidak Ada";"1";"2";"32";"2018-09-07";"18:44:26"
"2533";"109";"4472";"Tidak Ada";"1";"2";"32";"2018-09-07";"18:46:59"
"2534";"5898";"247875";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:47:04"
"2535";"109";"4473";"Kristen Koptik";"1";"2";"32";"2018-09-07";"18:49:50"
"2536";"5898";"247877";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:49:50"
"2537";"109";"4473";"Yahudi";"1";"2";"32";"2018-09-07";"18:49:56"
"2538";"109";"4473";"Muslim";"1";"2";"32";"2018-09-07";"18:50:04"
"2539";"5898";"247879";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:51:39"
"2540";"5898";"247880";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:53:03"
"2541";"5898";"247881";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:53:53"
"2542";"5898";"247883";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:55:10"
"2543";"5898";"247884";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:56:01"
"2544";"109";"4474";"Tidak Ada";"1";"2";"32";"2018-09-07";"18:57:37"
"2545";"5898";"247886";"Tidak Ada";"1";"2";"72";"2018-09-07";"18:57:39"
"2546";"5898";"247890";"Tidak Ada";"1";"2";"72";"2018-09-07";"19:02:04"
"2547";"109";"4475";"Universitas Islam Negeri";"1";"2";"32";"2018-09-07";"19:03:36"
"2548";"5898";"247891";"Tidak Ada";"1";"2";"72";"2018-09-07";"19:03:43"
"2549";"5898";"247892";"Tidak Ada";"1";"2";"72";"2018-09-07";"19:04:49"
"2550";"109";"4476";"Tidak Ada";"1";"2";"32";"2018-09-07";"19:05:58"
"2551";"5898";"247893";"Tidak Ada";"1";"2";"72";"2018-09-07";"19:06:17"
"2552";"5898";"247894";"Tidak Ada";"1";"2";"72";"2018-09-07";"19:15:43"
"2553";"3";"119";"Tidak Ada";"1";"2";"53";"2018-09-07";"19:44:07"
"2554";"3";"120";"Tidak Ada";"1";"2";"53";"2018-09-07";"19:48:09"
"2555";"3";"121";"Tidak Ada";"1";"2";"53";"2018-09-07";"19:54:38"
"2556";"3";"122";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:05:35"
"2557";"3";"123";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:12:50"
"2558";"3";"124";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:16:22"
"2559";"3";"125";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:25:52"
"2560";"3";"126";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:28:12"
"2561";"3";"127";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:29:47"
"2562";"3";"128";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:31:20"
"2563";"3";"129";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:33:33"
"2564";"3";"130";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:36:48"
"2565";"3";"131";"Carvaganza\.";"1";"2";"53";"2018-09-07";"20:44:39"
"2566";"3";"131";"Carvaganza\.";"1";"2";"53";"2018-09-07";"20:44:43"
"2567";"351";"15090";"Tidak Ada";"1";"2";"43";"2018-09-07";"20:45:22"
"2568";"351";"15091";"Tidak Ada";"1";"2";"43";"2018-09-07";"20:46:43"
"2569";"3";"132";"Facebook";"1";"2";"53";"2018-09-07";"20:47:08"
"2570";"3";"132";"Facebook Fanpage";"1";"2";"53";"2018-09-07";"20:47:12"
"2571";"3";"132";"Facebook Fanpage Hondaisme";"1";"2";"53";"2018-09-07";"20:47:16"
"2572";"3";"132";"Hondaisme\.";"1";"2";"53";"2018-09-07";"20:47:19"
"2573";"351";"15092";"Tidak Ada";"1";"2";"43";"2018-09-07";"20:48:22"
"2574";"3";"133";"Honda";"1";"2";"53";"2018-09-07";"20:50:34"
"2575";"351";"15094";"Tidak Ada";"1";"2";"43";"2018-09-07";"20:51:26"
"2576";"4";"184";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:54:23"
"2577";"5898";"247895";"Tidak Ada";"1";"2";"72";"2018-09-07";"20:54:34"
"2578";"109";"4477";"Tidak Ada";"1";"2";"32";"2018-09-07";"20:54:38"
"2579";"4";"185";"Tidak Ada";"1";"2";"53";"2018-09-07";"20:57:48"
"2580";"109";"4478";"Tidak Ada";"1";"2";"32";"2018-09-07";"20:58:01"
"2581";"5898";"247896";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:00:08"
"2582";"115";"4693";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:01:58"
"2583";"5898";"247897";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:02:14"
"2584";"4";"186";"PMI";"1";"2";"53";"2018-09-07";"21:02:29"
"2585";"4";"186";"PMI Semarang";"1";"2";"53";"2018-09-07";"21:02:42"
"2586";"5898";"247901";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:04:09"
"2587";"4";"187";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:07:30"
"2588";"5898";"247903";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:07:51"
"2589";"115";"4694";"Agama";"1";"2";"32";"2018-09-07";"21:09:27"
"2590";"5898";"247904";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:12:19"
"2591";"4";"188";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:13:40"
"2592";"4";"189";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:15:14"
"2593";"4";"190";"Pemkot";"1";"2";"53";"2018-09-07";"21:16:34"
"2594";"4";"190";"Pemkot Semarang";"1";"2";"53";"2018-09-07";"21:16:38"
"2595";"115";"4695";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:17:16"
"2596";"115";"4696";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:18:52"
"2597";"4";"191";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:19:17"
"2598";"5901";"248011";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:19:30"
"2599";"5901";"248012";"MUI";"1";"2";"72";"2018-09-07";"21:21:10"
"2600";"4";"192";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:21:20"
"2601";"4";"134";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:22:02"
"2602";"4";"135";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:23:09"
"2603";"115";"4697";"agama Budha";"1";"2";"32";"2018-09-07";"21:24:09"
"2604";"4";"136";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:24:15"
"2605";"5901";"248013";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:24:23"
"2606";"4";"137";"Tidak Ada";"1";"2";"53";"2018-09-07";"21:25:21"
"2607";"115";"4698";"Agama Buddha";"1";"2";"32";"2018-09-07";"21:30:44"
"2608";"5901";"248015";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:31:54"
"2609";"115";"4699";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:34:08"
"2610";"5901";"248016";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:35:37"
"2611";"115";"4700";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:39:15"
"2612";"5901";"248017";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:40:32"
"2613";"115";"4701";"Agama";"1";"2";"32";"2018-09-07";"21:43:05"
"2614";"5901";"248018";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:47:26"
"2615";"115";"4702";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:47:41"
"2616";"192";"8397";"Tidak Ada";"1";"2";"34";"2018-09-07";"21:48:58"
"2617";"115";"4703";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:48:59"
"2618";"5901";"248019";"Tidak Ada";"1";"2";"72";"2018-09-07";"21:49:37"
"2619";"192";"8398";"Tidak Ada";"1";"2";"34";"2018-09-07";"21:50:30"
"2620";"115";"4704";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:51:14"
"2621";"115";"4705";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:53:09"
"2622";"192";"8399";"Tidak Ada";"1";"2";"34";"2018-09-07";"21:53:54"
"2623";"306";"13126";"Tidak Ada";"1";"2";"69";"2018-09-07";"21:54:11"
"2624";"115";"4706";"Tidak Ada";"1";"2";"32";"2018-09-07";"21:55:46"
"2625";"306";"13127";"Tidak Ada";"1";"2";"69";"2018-09-07";"21:55:48"
"2626";"306";"13128";"Tidak Ada";"1";"2";"69";"2018-09-07";"21:59:52"
"2627";"306";"13129";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:01:22"
"2628";"306";"13130";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:03:46"
"2629";"115";"4707";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:04:53"
"2630";"306";"13131";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:06:09"
"2631";"115";"4708";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:06:49"
"2632";"306";"13132";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:07:21"
"2633";"306";"13133";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:08:20"
"2634";"306";"13134";"Swedish Defense Research Agency";"1";"2";"69";"2018-09-07";"22:10:13"
"2635";"306";"13134";"Swedish Meteorological";"1";"2";"69";"2018-09-07";"22:10:26"
"2636";"306";"13134";"Stockholm University";"1";"2";"69";"2018-09-07";"22:10:46"
"2637";"306";"13135";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:12:19"
"2638";"115";"4709";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:12:40"
"2639";"306";"13136";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:13:25"
"2640";"306";"13137";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:14:51"
"2641";"306";"13138";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:16:38"
"2642";"115";"4710";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:17:41"
"2643";"306";"13139";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:18:09"
"2644";"306";"13140";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:20:09"
"2645";"306";"13141";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:23:32"
"2646";"5901";"248020";"Tidak Ada";"1";"2";"72";"2018-09-07";"22:24:52"
"2647";"306";"13142";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:27:10"
"2648";"5901";"247991";"Tidak Ada";"1";"2";"72";"2018-09-07";"22:28:46"
"2649";"306";"13143";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:29:24"
"2650";"116";"4721";"Tidak Ada";"1";"2";"50";"2018-09-07";"22:30:22"
"2651";"306";"13144";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:31:13"
"2652";"306";"13145";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:32:38"
"2653";"306";"13146";"Tidak Ada";"1";"2";"69";"2018-09-07";"22:33:55"
"2654";"116";"4722";"Tidak Ada";"1";"2";"50";"2018-09-07";"22:34:18"
"2655";"122";"5172";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:37:00"
"2656";"116";"4723";"Tidak Ada";"1";"2";"50";"2018-09-07";"22:37:48"
"2657";"116";"4724";"Tidak Ada";"1";"2";"50";"2018-09-07";"22:40:27"
"2658";"116";"4725";"Tidak Ada";"1";"2";"50";"2018-09-07";"22:41:48"
"2659";"5901";"247992";"Tidak Ada";"1";"2";"72";"2018-09-07";"22:43:27"
"2660";"122";"5173";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:45:14"
"2661";"5901";"247993";"Tidak Ada";"1";"2";"72";"2018-09-07";"22:45:16"
"2662";"122";"5174";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:47:05"
"2663";"116";"4726";"Tidak Ada";"1";"2";"50";"2018-09-07";"22:47:47"
"2664";"5901";"247994";"Tidak Ada";"1";"2";"72";"2018-09-07";"22:47:57"
"2665";"122";"5175";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:49:02"
"2666";"5901";"247995";"Tidak Ada";"1";"2";"72";"2018-09-07";"22:50:03"
"2667";"122";"5176";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:52:37"
"2668";"122";"5177";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:53:59"
"2669";"122";"5178";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:55:39"
"2670";"122";"5179";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:56:58"
"2671";"122";"5180";"Tidak Ada";"1";"2";"32";"2018-09-07";"22:58:19"
"2672";"116";"4727";"Tidak Ada";"1";"2";"50";"2018-09-07";"22:58:31"
"2673";"122";"5181";"Tidak Ada";"1";"2";"32";"2018-09-07";"23:00:08"
"2674";"116";"4728";"Tidak Ada";"1";"2";"50";"2018-09-07";"23:00:34"
"2675";"122";"5142";"Tidak Ada";"1";"2";"32";"2018-09-07";"23:02:04"
"2676";"116";"4729";"Tidak Ada";"1";"2";"50";"2018-09-07";"23:03:23"
"2677";"116";"4730";"Tidak Ada";"1";"2";"50";"2018-09-07";"23:10:04"
"2678";"116";"4731";"Tidak Ada";"1";"2";"50";"2018-09-07";"23:16:59"
"2679";"116";"4732";"Tidak Ada";"1";"2";"50";"2018-09-07";"23:25:12"
"2680";"5958";"250140";"Institute for Criminal Justice Reform \(ICJR\)";"1";"2";"49";"2018-09-07";"23:33:58"
"2681";"116";"4733";"Tidak Ada";"1";"2";"50";"2018-09-07";"23:42:58"
"2682";"116";"4734";"Tidak Ada";"1";"2";"50";"2018-09-07";"23:48:20"
"2683";"116";"4735";"Tidak Ada";"1";"2";"50";"2018-09-07";"23:51:05"
"2684";"5958";"250142";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:00:53"
"2685";"116";"4736";"Tidak Ada";"1";"2";"50";"2018-09-08";"00:01:06"
"2686";"5958";"250144";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:02:26"
"2687";"5958";"250145";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:03:51"
"2688";"5958";"250120";"Lembaga Kajian dan Pengembangan Sumberdaya Manusia";"1";"2";"49";"2018-09-08";"00:06:13"
"2689";"5958";"250121";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:09:35"
"2690";"116";"4737";"Tidak Ada";"1";"2";"50";"2018-09-08";"00:15:20"
"2691";"116";"4738";"Tidak Ada";"1";"2";"50";"2018-09-08";"00:18:38"
"2692";"116";"4739";"Tidak Ada";"1";"2";"50";"2018-09-08";"00:28:47"
"2693";"116";"4740";"Komisi Pemberantasan Korupsi \(KPK\)";"1";"2";"50";"2018-09-08";"00:30:13"
"2694";"5959";"250167";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:30:19"
"2695";"5959";"250168";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:32:59"
"2696";"5959";"250169";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:35:48"
"2697";"5959";"250170";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:38:05"
"2698";"116";"4741";"Tidak Ada";"1";"2";"50";"2018-09-08";"00:38:35"
"2699";"5959";"250171";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:39:50"
"2700";"116";"4742";"Tidak Ada";"1";"2";"50";"2018-09-08";"00:40:11"
"2701";"5958";"250122";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:41:06"
"2702";"5959";"250172";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:41:30"
"2703";"5959";"250173";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:42:33"
"2704";"204";"8921";"Tidak Ada";"1";"2";"33";"2018-09-08";"00:43:06"
"2705";"5959";"250174";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:44:19"
"2706";"5958";"250123";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:44:54"
"2707";"5959";"250175";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:45:52"
