"id_produk";"id_berita";"id_kalimat";"nama_produk";"isValid";"id_submitter";"date_submit";"time_submit"
"2527";"3";"120";"suspensi";"2";"53";"2018-09-07";"19:50:14"
"2528";"3";"120";"suspensi coil over";"2";"53";"2018-09-07";"19:50:20"
"2529";"3";"120";"coil over";"2";"53";"2018-09-07";"19:50:29"
"2530";"3";"120";"sistem suspensi coil over";"2";"53";"2018-09-07";"19:50:35"
"2531";"3";"120";"pelek";"2";"53";"2018-09-07";"19:50:41"
"2532";"3";"120";"orisinal";"2";"53";"2018-09-07";"19:50:46"
"2533";"3";"120";"pelek orisinal";"2";"53";"2018-09-07";"19:50:52"
"2534";"3";"120";"street racing";"2";"53";"2018-09-07";"19:50:59"
"2535";"3";"120";"Tidak Ada";"2";"53";"2018-09-07";"19:51:03"
"2536";"3";"121";"Tidak Ada";"2";"53";"2018-09-07";"19:59:40"
"2537";"3";"122";"fitur voice command";"2";"53";"2018-09-07";"20:09:42"
"2538";"3";"122";"voice command";"2";"53";"2018-09-07";"20:09:48"
"2539";"3";"122";"mengatur audio";"2";"53";"2018-09-07";"20:09:54"
"2540";"3";"122";"audio,";"2";"53";"2018-09-07";"20:10:00"
"2541";"3";"122";"fungsi-fungsi motorized";"2";"53";"2018-09-07";"20:10:08"
"2542";"3";"122";"motorized,";"2";"53";"2018-09-07";"20:10:15"
"2543";"3";"122";"motorized,";"2";"53";"2018-09-07";"20:10:15"
"2544";"3";"122";"motorized,";"2";"53";"2018-09-07";"20:11:10"
"2545";"3";"122";"mengecek performa mesin";"2";"53";"2018-09-07";"20:11:18"
"2546";"3";"122";"performa mesin,";"2";"53";"2018-09-07";"20:11:26"
"2547";"3";"122";"RPM,";"2";"53";"2018-09-07";"20:11:31"
"2548";"3";"122";"RPM,";"2";"53";"2018-09-07";"20:11:34"
"2549";"3";"122";"tekanan oli";"2";"53";"2018-09-07";"20:11:39"
"2550";"3";"122";"kondisi suhu mesin";"2";"53";"2018-09-07";"20:11:47"
"2551";"3";"122";"Tidak Ada";"2";"53";"2018-09-07";"20:11:53"
"2552";"3";"123";"Tidak Ada";"2";"53";"2018-09-07";"20:15:32"
"2553";"3";"124";"fitur musik";"2";"53";"2018-09-07";"20:24:03"
"2554";"3";"124";"fitur musik";"2";"53";"2018-09-07";"20:24:08"
"2555";"3";"124";"video,";"2";"53";"2018-09-07";"20:24:13"
"2556";"3";"124";"video,";"2";"53";"2018-09-07";"20:24:16"
"2557";"3";"124";"gim";"2";"53";"2018-09-07";"20:24:21"
"2558";"3";"124";"gim";"2";"53";"2018-09-07";"20:24:24"
"2559";"3";"124";"(games),";"2";"53";"2018-09-07";"20:24:31"
"2560";"3";"124";"(games),";"2";"53";"2018-09-07";"20:24:34"
"2561";"3";"124";"gim (games)";"2";"53";"2018-09-07";"20:24:40"
"2562";"3";"124";"gim (games)";"2";"53";"2018-09-07";"20:24:43"
"2563";"3";"124";"disc jockey";"2";"53";"2018-09-07";"20:24:48"
"2564";"3";"124";"(DJ).";"2";"53";"2018-09-07";"20:24:51"
"2565";"3";"124";"(DJ).";"2";"53";"2018-09-07";"20:24:54"
"2566";"3";"124";"disc jockey (DJ).";"2";"53";"2018-09-07";"20:24:59"
"2567";"3";"124";"disc jockey (DJ).";"2";"53";"2018-09-07";"20:25:02"
"2568";"3";"124";"Tidak Ada";"2";"53";"2018-09-07";"20:25:05"
"2569";"3";"125";"interior,";"2";"53";"2018-09-07";"20:26:38"
"2570";"3";"125";"interior,";"2";"53";"2018-09-07";"20:26:41"
"2571";"3";"125";"eksterior,";"2";"53";"2018-09-07";"20:26:45"
"2572";"3";"125";"eksterior,";"2";"53";"2018-09-07";"20:26:48"
"2573";"3";"125";"undercarriage,";"2";"53";"2018-09-07";"20:26:51"
"2574";"3";"125";"audio.""";"2";"53";"2018-09-07";"20:26:55"
"2575";"3";"125";"undercarriage,";"2";"53";"2018-09-07";"20:26:58"
"2576";"3";"125";"audio.""";"2";"53";"2018-09-07";"20:27:03"
"2577";"3";"126";"Tidak Ada";"2";"53";"2018-09-07";"20:29:00"
"2578";"3";"127";"Tidak Ada";"2";"53";"2018-09-07";"20:30:28"
"2579";"3";"128";"Playstation";"2";"53";"2018-09-07";"20:32:38"
"2580";"3";"128";"gim";"2";"53";"2018-09-07";"20:32:42"
"2581";"3";"128";"gim Playstation";"2";"53";"2018-09-07";"20:32:47"
"2582";"3";"129";"penerapan teknologi baru";"2";"53";"2018-09-07";"20:35:57"
"2583";"3";"129";"kelayakan jalan";"2";"53";"2018-09-07";"20:36:02"
"2584";"3";"129";"penerapan teknologi baru";"2";"53";"2018-09-07";"20:36:06"
"2585";"3";"129";"kelayakan jalan";"2";"53";"2018-09-07";"20:36:11"
"2586";"3";"130";"Tidak Ada";"2";"53";"2018-09-07";"20:39:02"
"2587";"351";"15090";"Tidak Ada";"2";"43";"2018-09-07";"20:45:47"
"2588";"3";"131";"Tidak Ada";"2";"53";"2018-09-07";"20:46:34"
"2589";"351";"15091";"Tidak Ada";"2";"43";"2018-09-07";"20:47:10"
"2590";"351";"15092";"Tidak Ada";"2";"43";"2018-09-07";"20:48:54"
"2591";"3";"132";"juara favorit dari voting daring (online)";"2";"53";"2018-09-07";"20:49:16"
"2592";"351";"15094";"Tidak Ada";"2";"43";"2018-09-07";"20:51:48"
"2593";"3";"133";"Honda";"2";"53";"2018-09-07";"20:52:39"
"2594";"3";"133";"Jazz";"2";"53";"2018-09-07";"20:52:43"
"2595";"3";"133";"Honda Jazz";"2";"53";"2018-09-07";"20:52:48"
"2596";"3";"133";"Honda";"2";"53";"2018-09-07";"20:52:52"
"2597";"3";"133";"Honda Brio";"2";"53";"2018-09-07";"20:52:56"
"2598";"3";"133";"Brio";"2";"53";"2018-09-07";"20:53:01"
"2599";"3";"133";"Honda";"2";"53";"2018-09-07";"20:53:05"
"2600";"3";"133";"Honda Jazz";"2";"53";"2018-09-07";"20:53:09"
"2601";"3";"133";"Jazz";"2";"53";"2018-09-07";"20:53:14"
"2602";"3";"133";"Honda";"2";"53";"2018-09-07";"20:53:18"
"2603";"5898";"247894";"geomembran";"2";"72";"2018-09-07";"20:53:21"
"2604";"3";"133";"Brio";"2";"53";"2018-09-07";"20:53:23"
"2605";"3";"133";"Brio";"2";"53";"2018-09-07";"20:53:27"
"2606";"3";"133";"Brio Brio";"2";"53";"2018-09-07";"20:53:32"
"2607";"3";"133";"Tidak Ada";"2";"53";"2018-09-07";"20:53:45"
"2608";"109";"4476";"film dokumenter pendek tentang pengalaman Alfred Munzer";"2";"32";"2018-09-07";"20:54:12"
"2609";"109";"4477";"Tidak Ada";"2";"32";"2018-09-07";"20:55:00"
"2610";"4";"184";"Tidak Ada";"2";"53";"2018-09-07";"20:55:06"
"2611";"5898";"247895";"lahan tambak garam";"2";"72";"2018-09-07";"20:57:50"
"2612";"4";"185";"Tidak Ada";"2";"53";"2018-09-07";"20:59:01"
"2613";"109";"4478";"Tidak Ada";"2";"32";"2018-09-07";"21:00:28"
"2614";"5898";"247896";"garam";"2";"72";"2018-09-07";"21:00:54"
"2615";"115";"4693";"Tidak Ada";"2";"32";"2018-09-07";"21:02:37"
"2616";"5898";"247897";"Tidak Ada";"2";"72";"2018-09-07";"21:02:46"
"2617";"5898";"247901";"tombong";"2";"72";"2018-09-07";"21:03:23"
"2618";"4";"186";"Tidak Ada";"2";"53";"2018-09-07";"21:04:10"
"2619";"4";"187";"mengampanyekan hidup sehat";"2";"53";"2018-09-07";"21:07:23"
"2620";"5898";"247903";"Tidak Ada";"2";"72";"2018-09-07";"21:08:38"
"2621";"115";"4694";"Tidak Ada";"2";"32";"2018-09-07";"21:13:02"
"2622";"4";"188";"Tidak Ada";"2";"53";"2018-09-07";"21:13:55"
"2623";"4";"189";"Tidak Ada";"2";"53";"2018-09-07";"21:15:46"
"2624";"115";"4695";"Tidak Ada";"2";"32";"2018-09-07";"21:17:33"
"2625";"4";"190";"Tidak Ada";"2";"53";"2018-09-07";"21:17:34"
"2626";"5898";"247904";"garam lokal";"2";"72";"2018-09-07";"21:17:47"
"2627";"4";"191";"Tidak Ada";"2";"53";"2018-09-07";"21:19:46"
"2628";"115";"4696";"Tidak Ada";"2";"32";"2018-09-07";"21:20:10"
"2629";"5901";"248011";"Tidak Ada";"2";"72";"2018-09-07";"21:20:27"
"2630";"4";"192";"Tidak Ada";"2";"53";"2018-09-07";"21:21:34"
"2631";"4";"134";"Tidak Ada";"2";"53";"2018-09-07";"21:22:40"
"2632";"5901";"248012";"Tidak Ada";"2";"72";"2018-09-07";"21:23:25"
"2633";"4";"135";"Tidak Ada";"2";"53";"2018-09-07";"21:23:31"
"2634";"4";"136";"Tidak Ada";"2";"53";"2018-09-07";"21:24:47"
"2635";"5901";"248013";"Tidak Ada";"2";"72";"2018-09-07";"21:25:10"
"2636";"4";"137";"Tidak Ada";"2";"53";"2018-09-07";"21:25:43"
"2637";"115";"4697";"Relief Gandawyuha";"2";"32";"2018-09-07";"21:28:07"
"2638";"115";"4698";"Tidak Ada";"2";"32";"2018-09-07";"21:31:50"
"2639";"5901";"248015";"Tidak Ada";"2";"72";"2018-09-07";"21:34:59"
"2640";"115";"4699";"Tidak Ada";"2";"32";"2018-09-07";"21:35:03"
"2641";"5901";"248016";"Tidak Ada";"2";"72";"2018-09-07";"21:39:51"
"2642";"115";"4700";"Tidak Ada";"2";"32";"2018-09-07";"21:40:41"
"2643";"115";"4701";"Tidak Ada";"2";"32";"2018-09-07";"21:45:02"
"2644";"5901";"248017";"Tidak Ada";"2";"72";"2018-09-07";"21:45:32"
"2645";"5901";"248018";"Tidak Ada";"2";"72";"2018-09-07";"21:48:03"
"2646";"115";"4702";"Tidak Ada";"2";"32";"2018-09-07";"21:48:25"
"2647";"192";"8397";"Tidak Ada";"2";"34";"2018-09-07";"21:48:42"
"2648";"115";"4703";"Tidak Ada";"2";"32";"2018-09-07";"21:50:14"
"2649";"5901";"248019";"Tidak Ada";"2";"72";"2018-09-07";"21:51:06"
"2650";"115";"4704";"Tidak Ada";"2";"32";"2018-09-07";"21:51:58"
"2651";"192";"8398";"Tidak Ada";"2";"34";"2018-09-07";"21:53:14"
"2652";"115";"4705";"Tidak Ada";"2";"32";"2018-09-07";"21:53:52"
"2653";"306";"13126";"Tidak Ada";"2";"69";"2018-09-07";"21:54:53"
"2654";"306";"13127";"Tidak Ada";"2";"69";"2018-09-07";"21:56:25"
"2655";"115";"4706";"Tidak Ada";"2";"32";"2018-09-07";"21:56:45"
"2656";"306";"13128";"Tidak Ada";"2";"69";"2018-09-07";"22:00:46"
"2657";"306";"13129";"Tidak Ada";"2";"69";"2018-09-07";"22:01:58"
"2658";"306";"13130";"Tidak Ada";"2";"69";"2018-09-07";"22:04:23"
"2659";"115";"4707";"Tidak Ada";"2";"32";"2018-09-07";"22:06:00"
"2660";"306";"13131";"Tidak Ada";"2";"69";"2018-09-07";"22:06:48"
"2661";"115";"4708";"Tidak Ada";"2";"32";"2018-09-07";"22:07:26"
"2662";"306";"13132";"Tidak Ada";"2";"69";"2018-09-07";"22:07:57"
"2663";"306";"13133";"Tidak Ada";"2";"69";"2018-09-07";"22:08:59"
"2664";"306";"13134";"Tidak Ada";"2";"69";"2018-09-07";"22:11:40"
"2665";"306";"13135";"Tidak Ada";"2";"69";"2018-09-07";"22:12:53"
"2666";"306";"13136";"Tidak Ada";"2";"69";"2018-09-07";"22:14:02"
"2667";"306";"13137";"Tidak Ada";"2";"69";"2018-09-07";"22:15:49"
"2668";"115";"4709";"Tidak Ada";"2";"32";"2018-09-07";"22:17:06"
"2669";"306";"13138";"Tidak Ada";"2";"69";"2018-09-07";"22:17:25"
"2670";"306";"13139";"Tidak Ada";"2";"69";"2018-09-07";"22:18:49"
"2671";"115";"4710";"Tidak Ada";"2";"32";"2018-09-07";"22:18:59"
"2672";"306";"13140";"Tidak Ada";"2";"69";"2018-09-07";"22:21:03"
"2673";"306";"13141";"xenon-133";"2";"69";"2018-09-07";"22:25:43"
"2674";"306";"13141";"xenon-133m";"2";"69";"2018-09-07";"22:25:49"
"2675";"306";"13142";"Tidak Ada";"2";"69";"2018-09-07";"22:27:49"
"2676";"5901";"248020";"Tidak Ada";"2";"72";"2018-09-07";"22:28:17"
"2677";"5901";"247991";"Tidak Ada";"2";"72";"2018-09-07";"22:29:49"
"2678";"306";"13143";"Tidak Ada";"2";"69";"2018-09-07";"22:30:28"
"2679";"116";"4721";"Tidak Ada";"2";"50";"2018-09-07";"22:30:52"
"2680";"306";"13144";"Tidak Ada";"2";"69";"2018-09-07";"22:31:49"
"2681";"306";"13145";"Tidak Ada";"2";"69";"2018-09-07";"22:33:13"
"2682";"306";"13146";"Isotop Cherepovets";"2";"69";"2018-09-07";"22:34:45"
"2683";"116";"4722";"Tidak Ada";"2";"50";"2018-09-07";"22:34:55"
"2684";"116";"4723";"Tidak Ada";"2";"50";"2018-09-07";"22:38:12"
"2685";"116";"4724";"Tidak Ada";"2";"50";"2018-09-07";"22:39:43"
"2686";"122";"5172";"Tidak Ada";"2";"32";"2018-09-07";"22:41:51"
"2687";"116";"4725";"Tidak Ada";"2";"50";"2018-09-07";"22:42:21"
"2688";"5901";"247992";"Tidak Ada";"2";"72";"2018-09-07";"22:44:15"
"2689";"122";"5173";"Tidak Ada";"2";"32";"2018-09-07";"22:45:42"
"2690";"5901";"247993";"Tidak Ada";"2";"72";"2018-09-07";"22:46:18"
"2691";"122";"5174";"Tidak Ada";"2";"32";"2018-09-07";"22:47:25"
"2692";"116";"4726";"Tidak Ada";"2";"50";"2018-09-07";"22:48:21"
"2693";"5901";"247994";"Tidak Ada";"2";"72";"2018-09-07";"22:48:39"
"2694";"122";"5175";"Tidak Ada";"2";"32";"2018-09-07";"22:49:44"
"2695";"5901";"247995";"Tidak Ada";"2";"72";"2018-09-07";"22:51:31"
"2696";"122";"5176";"Tidak Ada";"2";"32";"2018-09-07";"22:53:18"
"2697";"122";"5177";"Tidak Ada";"2";"32";"2018-09-07";"22:54:58"
"2698";"122";"5178";"Tidak Ada";"2";"32";"2018-09-07";"22:56:12"
"2699";"116";"4727";"Tidak Ada";"2";"50";"2018-09-07";"22:57:23"
"2700";"122";"5179";"Tidak Ada";"2";"32";"2018-09-07";"22:57:38"
"2701";"122";"5180";"Tidak Ada";"2";"32";"2018-09-07";"22:59:14"
"2702";"122";"5181";"Tidak Ada";"2";"32";"2018-09-07";"23:00:46"
"2703";"116";"4728";"Tidak Ada";"2";"50";"2018-09-07";"23:01:08"
"2704";"122";"5142";"Tidak Ada";"2";"32";"2018-09-07";"23:03:40"
"2705";"116";"4729";"Tidak Ada";"2";"50";"2018-09-07";"23:03:56"
"2706";"116";"4730";"Tidak Ada";"2";"50";"2018-09-07";"23:09:21"
"2707";"116";"4731";"Tidak Ada";"2";"50";"2018-09-07";"23:17:30"
"2708";"116";"4732";"Tidak Ada";"2";"50";"2018-09-07";"23:24:44"
"2709";"116";"4733";"Tidak Ada";"2";"50";"2018-09-07";"23:42:14"
"2710";"116";"4734";"Tidak Ada";"2";"50";"2018-09-07";"23:47:26"
"2711";"116";"4735";"Tidak Ada";"2";"50";"2018-09-07";"23:51:35"
"2712";"116";"4736";"Tidak Ada";"2";"50";"2018-09-07";"23:59:46"
"2713";"5958";"250140";"Tidak Ada";"2";"49";"2018-09-08";"00:00:11"
"2714";"5958";"250142";"Tidak Ada";"2";"49";"2018-09-08";"00:01:50"
"2715";"5958";"250144";"Tidak Ada";"2";"49";"2018-09-08";"00:03:16"
"2716";"5958";"250145";"Tidak Ada";"2";"49";"2018-09-08";"00:04:40"
"2717";"5958";"250120";"Tidak Ada";"2";"49";"2018-09-08";"00:06:59"
"2718";"5958";"250121";"Tidak Ada";"2";"49";"2018-09-08";"00:10:14"
"2719";"116";"4737";"Tidak Ada";"2";"50";"2018-09-08";"00:16:15"
"2720";"116";"4738";"Tidak Ada";"2";"50";"2018-09-08";"00:19:28"
"2721";"116";"4739";"Tidak Ada";"2";"50";"2018-09-08";"00:29:12"
"2722";"116";"4740";"Tidak Ada";"2";"50";"2018-09-08";"00:31:37"
"2723";"5959";"250167";"Tidak Ada";"2";"71";"2018-09-08";"00:32:18"
"2724";"5959";"250168";"Tidak Ada";"2";"71";"2018-09-08";"00:33:33"
"2725";"5959";"250169";"Tidak Ada";"2";"71";"2018-09-08";"00:37:14"
"2726";"116";"4741";"Tidak Ada";"2";"50";"2018-09-08";"00:37:31"
"2727";"5959";"250170";"Tidak Ada";"2";"71";"2018-09-08";"00:38:59"
"2728";"5959";"250171";"Tidak Ada";"2";"71";"2018-09-08";"00:40:55"
"2729";"116";"4742";"Tidak Ada";"2";"50";"2018-09-08";"00:40:55"
"2730";"5959";"250172";"Tidak Ada";"2";"71";"2018-09-08";"00:42:04"
"2731";"5958";"250122";"Tidak Ada";"2";"49";"2018-09-08";"00:43:16"
"2732";"5959";"250173";"Tidak Ada";"2";"71";"2018-09-08";"00:43:18"
"2733";"204";"8921";"Tidak Ada";"2";"33";"2018-09-08";"00:43:35"
"2734";"5959";"250174";"Tidak Ada";"2";"71";"2018-09-08";"00:45:14"
"2735";"5958";"250123";"Tidak Ada";"2";"49";"2018-09-08";"00:45:56"
"2736";"116";"4743";"Tidak Ada";"2";"50";"2018-09-08";"00:46:47"
"2737";"5959";"250175";"Tidak Ada";"2";"71";"2018-09-08";"00:47:24"
"2738";"5958";"250126";"Tidak Ada";"2";"49";"2018-09-08";"00:47:28"
"2739";"204";"8922";"Tidak Ada";"2";"33";"2018-09-08";"00:47:45"
"2740";"5959";"250176";"Tidak Ada";"2";"71";"2018-09-08";"00:48:29"
"2741";"204";"8923";"Tidak Ada";"2";"33";"2018-09-08";"00:48:35"
"2742";"5958";"250128";"Tidak Ada";"2";"49";"2018-09-08";"00:49:02"
"2743";"5958";"250129";"Tidak Ada";"2";"49";"2018-09-08";"00:50:34"
"2744";"204";"8924";"Tidak Ada";"2";"33";"2018-09-08";"00:51:01"
"2745";"5959";"250177";"Tidak Ada";"2";"71";"2018-09-08";"00:51:16"
"2746";"204";"8925";"Tidak Ada";"2";"33";"2018-09-08";"00:52:02"
"2747";"204";"8926";"Tidak Ada";"2";"33";"2018-09-08";"00:52:53"
"2748";"5958";"250130";"Tidak Ada";"2";"49";"2018-09-08";"00:53:09"
"2749";"5958";"250133";"Tidak Ada";"2";"49";"2018-09-08";"00:53:34"
"2750";"5959";"250178";"Tidak Ada";"2";"71";"2018-09-08";"00:53:54"
"2751";"204";"8927";"Tidak Ada";"2";"33";"2018-09-08";"00:54:21"
"2752";"5959";"250179";"Tidak Ada";"2";"71";"2018-09-08";"00:55:01"
"2753";"204";"8928";"Tidak Ada";"2";"33";"2018-09-08";"00:55:10"
"2754";"204";"8929";"Tidak Ada";"2";"33";"2018-09-08";"00:56:03"
"2755";"5958";"250134";"Tidak Ada";"2";"49";"2018-09-08";"00:56:20"
"2756";"5959";"250180";"Tidak Ada";"2";"71";"2018-09-08";"00:56:31"
"2757";"5936";"249260";"Tidak Ada";"2";"49";"2018-09-08";"00:57:57"
"2758";"204";"8930";"Tidak Ada";"2";"33";"2018-09-08";"00:58:52"
"2759";"5959";"250181";"Tidak Ada";"2";"71";"2018-09-08";"00:59:04"
"2760";"5936";"249267";"Tidak Ada";"2";"49";"2018-09-08";"01:00:00"
"2761";"5959";"250182";"Tidak Ada";"2";"71";"2018-09-08";"01:00:38"
"2762";"204";"8931";"Tidak Ada";"2";"33";"2018-09-08";"01:00:43"
"2763";"5936";"249268";"Tidak Ada";"2";"49";"2018-09-08";"01:01:56"
"2764";"204";"8932";"Tidak Ada";"2";"33";"2018-09-08";"01:02:20"
"2765";"5959";"250183";"Tidak Ada";"2";"71";"2018-09-08";"01:03:17"
"2766";"204";"8933";"Tidak Ada";"2";"33";"2018-09-08";"01:03:24"
"2767";"5936";"249270";"Tidak Ada";"2";"49";"2018-09-08";"01:03:31"
"2768";"5959";"250184";"Tidak Ada";"2";"71";"2018-09-08";"01:04:20"
"2769";"5936";"249271";"Tidak Ada";"2";"49";"2018-09-08";"01:04:54"
"2770";"204";"8934";"Tidak Ada";"2";"33";"2018-09-08";"01:05:54"
"2771";"5955";"250035";"Tidak Ada";"2";"71";"2018-09-08";"01:06:15"
"2772";"204";"8935";"Tidak Ada";"2";"33";"2018-09-08";"01:07:31"
"2773";"5936";"249284";"Tidak Ada";"2";"49";"2018-09-08";"01:08:21"
"2774";"5955";"250036";"Tidak Ada";"2";"71";"2018-09-08";"01:09:14"
"2775";"204";"8936";"Tidak Ada";"2";"33";"2018-09-08";"01:09:40"
"2776";"5936";"249288";"Tidak Ada";"2";"49";"2018-09-08";"01:11:43"
"2777";"204";"8937";"Tidak Ada";"2";"33";"2018-09-08";"01:11:45"
"2778";"5936";"249295";"Tidak Ada";"2";"49";"2018-09-08";"01:12:41"
"2779";"204";"8938";"Tidak Ada";"2";"33";"2018-09-08";"01:12:58"
"2780";"5955";"250037";"Tidak Ada";"2";"71";"2018-09-08";"01:14:07"
"2781";"5962";"250296";"Tidak Ada";"2";"49";"2018-09-08";"01:14:13"
"2782";"204";"8939";"Tidak Ada";"2";"33";"2018-09-08";"01:14:21"
"2783";"5962";"250297";"Tidak Ada";"2";"49";"2018-09-08";"01:15:32"
"2784";"204";"8940";"Tidak Ada";"2";"33";"2018-09-08";"01:15:39"
"2785";"5962";"250267";"Tidak Ada";"2";"49";"2018-09-08";"01:16:39"
"2786";"5955";"250038";"Tidak Ada";"2";"71";"2018-09-08";"01:16:41"
"2787";"204";"8941";"Tidak Ada";"2";"33";"2018-09-08";"01:16:48"
"2788";"5955";"250039";"Tidak Ada";"2";"71";"2018-09-08";"01:18:51"
"2789";"201";"8827";"Tidak Ada";"2";"33";"2018-09-08";"01:19:01"
"2790";"201";"8828";"Tidak Ada";"2";"33";"2018-09-08";"01:20:29"
"2791";"201";"8829";"Tidak Ada";"2";"33";"2018-09-08";"01:21:21"
"2792";"5955";"250040";"Tidak Ada";"2";"71";"2018-09-08";"01:22:09"
"2793";"201";"8830";"Tidak Ada";"2";"33";"2018-09-08";"01:22:22"
"2794";"5962";"250268";"Tidak Ada";"2";"49";"2018-09-08";"01:22:26"
"2795";"201";"8756";"Tidak Ada";"2";"33";"2018-09-08";"01:23:37"
"2796";"5955";"250041";"Tidak Ada";"2";"71";"2018-09-08";"01:23:42"
"2797";"201";"8757";"Tidak Ada";"2";"33";"2018-09-08";"01:24:50"
"2798";"5962";"250269";"Tidak Ada";"2";"49";"2018-09-08";"01:25:37"
"2799";"117";"4744";"Tidak Ada";"2";"50";"2018-09-08";"01:27:15"
"2800";"5962";"250270";"Tidak Ada";"2";"49";"2018-09-08";"01:27:16"
"2801";"5955";"250042";"Tidak Ada";"2";"71";"2018-09-08";"01:28:23"
"2802";"5962";"250271";"Tidak Ada";"2";"49";"2018-09-08";"01:28:41"
"2803";"5962";"250272";"Tidak Ada";"2";"49";"2018-09-08";"01:29:52"
"2804";"5955";"250043";"Tidak Ada";"2";"71";"2018-09-08";"01:30:05"
"2805";"5962";"250273";"Tidak Ada";"2";"49";"2018-09-08";"01:30:25"
"2806";"117";"4745";"Tidak Ada";"2";"50";"2018-09-08";"01:30:28"
"2807";"5962";"250274";"Tidak Ada";"2";"49";"2018-09-08";"01:31:39"
"2808";"5962";"250275";"Tidak Ada";"2";"49";"2018-09-08";"01:33:31"
"2809";"5955";"249995";"Tidak Ada";"2";"71";"2018-09-08";"01:33:39"
"2810";"5962";"250276";"Tidak Ada";"2";"49";"2018-09-08";"01:34:33"
"2811";"5962";"250277";"Tidak Ada";"2";"49";"2018-09-08";"01:35:46"
"2812";"5955";"249996";"Tidak Ada";"2";"71";"2018-09-08";"01:35:51"
"2813";"5962";"250278";"Tidak Ada";"2";"49";"2018-09-08";"01:36:41"
"2814";"5955";"249997";"Tidak Ada";"2";"71";"2018-09-08";"01:37:23"
"2815";"5962";"250282";"Tidak Ada";"2";"49";"2018-09-08";"01:38:14"
"2816";"5955";"249998";"Tidak Ada";"2";"71";"2018-09-08";"01:38:28"
"2817";"5962";"250283";"Tidak Ada";"2";"49";"2018-09-08";"01:39:25"
"2818";"5955";"249999";"Tidak Ada";"2";"71";"2018-09-08";"01:40:20"
"2819";"5962";"250286";"Tidak Ada";"2";"49";"2018-09-08";"01:41:07"
"2820";"5955";"250000";"Tidak Ada";"2";"71";"2018-09-08";"01:41:16"
"2821";"5962";"250287";"Tidak Ada";"2";"49";"2018-09-08";"01:42:10"
"2822";"117";"4746";"Tidak Ada";"2";"50";"2018-09-08";"01:43:21"
"2823";"5955";"250001";"Tidak Ada";"2";"71";"2018-09-08";"01:43:42"
"2824";"5955";"250003";"Tidak Ada";"2";"71";"2018-09-08";"01:44:57"
"2825";"117";"4747";"Tidak Ada";"2";"50";"2018-09-08";"01:46:16"
"2826";"117";"4748";"Tidak Ada";"2";"50";"2018-09-08";"01:48:56"
"2827";"5955";"250004";"Tidak Ada";"2";"71";"2018-09-08";"01:51:12"
"2828";"5955";"250005";"Tidak Ada";"2";"71";"2018-09-08";"01:53:10"
"2829";"5955";"250007";"Tidak Ada";"2";"71";"2018-09-08";"01:54:29"
"2830";"117";"4749";"Tidak Ada";"2";"50";"2018-09-08";"01:54:33"
"2831";"5955";"250008";"Tidak Ada";"2";"71";"2018-09-08";"01:55:50"
"2832";"5955";"250009";"Tidak Ada";"2";"71";"2018-09-08";"01:56:53"
"2833";"5955";"250010";"Tidak Ada";"2";"71";"2018-09-08";"01:58:40"
"2834";"117";"4750";"Tidak Ada";"2";"50";"2018-09-08";"01:59:21"
"2835";"5955";"250011";"Tidak Ada";"2";"71";"2018-09-08";"02:01:04"
"2836";"117";"4751";"Tidak Ada";"2";"50";"2018-09-08";"02:01:53"
"2837";"5955";"250012";"Tidak Ada";"2";"71";"2018-09-08";"02:03:59"
"2838";"117";"4752";"Tidak Ada";"2";"50";"2018-09-08";"02:04:01"
"2839";"5955";"250013";"Tidak Ada";"2";"71";"2018-09-08";"02:06:33"
"2840";"5955";"250014";"Tidak Ada";"2";"71";"2018-09-08";"02:07:39"
"2841";"5955";"250016";"Tidak Ada";"2";"71";"2018-09-08";"02:09:44"
"2842";"117";"4753";"Tidak Ada";"2";"50";"2018-09-08";"02:10:43"
"2843";"5955";"250017";"Tidak Ada";"2";"71";"2018-09-08";"02:11:27"
"2844";"5955";"250018";"Tidak Ada";"2";"71";"2018-09-08";"02:12:41"
"2845";"117";"4754";"Tidak Ada";"2";"50";"2018-09-08";"02:13:52"
"2846";"5955";"250019";"Tidak Ada";"2";"71";"2018-09-08";"02:14:28"
"2847";"5955";"250020";"Tidak Ada";"2";"71";"2018-09-08";"02:15:32"
"2848";"117";"4755";"Tidak Ada";"2";"50";"2018-09-08";"02:15:51"
"2849";"5955";"250022";"Tidak Ada";"2";"71";"2018-09-08";"02:17:15"
"2850";"5955";"250023";"Tidak Ada";"2";"71";"2018-09-08";"02:18:18"
"2851";"5955";"250024";"Tidak Ada";"2";"71";"2018-09-08";"02:19:46"
"2852";"5955";"250025";"Tidak Ada";"2";"71";"2018-09-08";"02:22:12"
"2853";"5955";"250026";"Tidak Ada";"2";"71";"2018-09-08";"02:23:39"
"2854";"117";"4756";"Tidak Ada";"2";"50";"2018-09-08";"02:25:40"
"2855";"5955";"250027";"Tidak Ada";"2";"71";"2018-09-08";"02:29:39"
"2856";"5955";"250028";"Tidak Ada";"2";"71";"2018-09-08";"02:31:21"
"2857";"5955";"250029";"Tidak Ada";"2";"71";"2018-09-08";"02:32:55"
"2858";"5955";"250030";"Tidak Ada";"2";"71";"2018-09-08";"02:33:59"
"2859";"306";"13147";"Tidak Ada";"2";"69";"2018-09-08";"07:13:36"
