"id_geolokasi";"id_berita";"id_kalimat";"desa";"kota";"kabupaten";"propinsi";"negara";"nama_tempat";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"3029";"117";"4744";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"00:50:24"
"3030";"204";"8925";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Taiwan";"Tidak Ada";"1";"2";"33";"2018-09-08";"00:51:32"
"3031";"204";"8925";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tiongkok";"Tidak Ada";"1";"2";"33";"2018-09-08";"00:51:39"
"3032";"204";"8926";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Taiwan";"Tidak Ada";"1";"2";"33";"2018-09-08";"00:52:29"
"3033";"5958";"250130";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Masjid";"1";"2";"49";"2018-09-08";"00:52:44"
"3034";"5959";"250178";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:53:05"
"3035";"204";"8927";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tiongkok";"Tidak Ada";"1";"2";"33";"2018-09-08";"00:53:57"
"3036";"5958";"250133";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:54:12"
"3037";"5959";"250179";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:54:37"
"3038";"204";"8928";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"00:54:54"
"3039";"5958";"250134";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:55:30"
"3040";"204";"8929";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tiongkok";"Tidak Ada";"1";"2";"33";"2018-09-08";"00:55:44"
"3041";"5959";"250180";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:55:52"
"3042";"5959";"250181";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"00:57:13"
"3043";"5936";"249260";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Lombok";"1";"2";"49";"2018-09-08";"00:57:14"
"3044";"204";"8930";"Tidak Ada";"Tidak Ada";"Shanghai";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"00:58:29"
"3045";"5936";"249267";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"00:59:41"
"3046";"5959";"250182";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:00:03"
"3047";"204";"8931";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:00:30"
"3048";"5936";"249268";"Tidak Ada";"Tidak Ada";"Lombok Utara";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:01:13"
"3049";"204";"8932";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:02:04"
"3050";"5959";"250183";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:02:42"
"3051";"5936";"249270";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:02:55"
"3052";"204";"8933";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:03:06"
"3053";"5959";"250184";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:03:58"
"3054";"5936";"249271";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:04:21"
"3055";"5955";"250035";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:05:24"
"3056";"204";"8934";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:05:37"
"3057";"204";"8934";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:05:42"
"3058";"5936";"249284";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:06:54"
"3059";"204";"8935";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tiongkok";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:07:05"
"3060";"5955";"250036";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:07:46"
"3061";"204";"8936";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:09:27"
"3062";"5955";"250037";"Tidak Ada";"Tidak Ada";"Tidak Ada";"lombok";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:11:08"
"3063";"5936";"249288";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:11:13"
"3064";"204";"8937";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:11:33"
"3065";"5936";"249295";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:12:19"
"3066";"204";"8938";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:12:43"
"3067";"5962";"250296";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:13:41"
"3068";"204";"8939";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tiongkok";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:13:55"
"3069";"5962";"250297";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:15:02"
"3070";"204";"8940";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tiongkok";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:15:06"
"3071";"204";"8940";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Amerika Serikat";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:15:16"
"3072";"5955";"250038";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:15:40"
"3073";"5962";"250267";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:16:05"
"3074";"204";"8941";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tiongkok";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:16:24"
"3075";"5955";"250039";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:18:02"
"3076";"201";"8827";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:18:43"
"3077";"201";"8828";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:19:41"
"3078";"5955";"250040";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:20:54"
"3079";"201";"8829";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:21:06"
"3080";"5962";"250268";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:21:56"
"3081";"201";"8830";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:22:04"
"3082";"5955";"250041";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:23:15"
"3083";"201";"8756";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:23:24"
"3084";"201";"8757";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"33";"2018-09-08";"01:24:35"
"3085";"5962";"250269";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:25:05"
"3086";"5955";"250042";"Tidak Ada";"Tidak Ada";"Lombok";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:26:30"
"3087";"5962";"250270";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:26:53"
"3088";"5962";"250271";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:28:16"
"3089";"5955";"250043";"Tidak Ada";"Tidak Ada";"Lombok Utara";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:29:16"
"3090";"5962";"250272";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:29:31"
"3091";"117";"4745";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"01:30:04"
"3092";"5962";"250273";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:30:41"
"3093";"5962";"250274";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:31:55"
"3094";"5955";"249995";"Tidak Ada";"Tidak Ada";"Lombok";"Bali";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:32:10"
"3095";"5962";"250275";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:33:55"
"3096";"5962";"250276";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:34:49"
"3097";"5955";"249996";"Tidak Ada";"Tidak Ada";"Lombok";"Nusa Tenggara Barat";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:34:51"
"3098";"5962";"250277";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:36:04"
"3099";"5955";"249997";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:36:50"
"3100";"5955";"249997";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:36:57"
"3101";"5962";"250278";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:37:02"
"3102";"5955";"249998";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:38:04"
"3103";"5962";"250282";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:38:32"
"3104";"5962";"250283";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:39:42"
"3105";"5955";"249999";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:39:49"
"3106";"5962";"250286";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:40:48"
"3107";"5955";"250000";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:40:52"
"3108";"117";"4746";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Jakarta";"Indonesia";"Tidak Ada";"1";"2";"50";"2018-09-08";"01:42:16"
"3109";"5962";"250287";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"49";"2018-09-08";"01:42:34"
"3110";"5955";"250001";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:43:07"
"3111";"5955";"250003";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:44:23"
"3112";"5955";"250003";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:44:29"
"3113";"117";"4747";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"01:46:41"
"3114";"117";"4748";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"01:49:26"
"3115";"5955";"250004";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:50:15"
"3116";"5955";"250005";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:52:44"
"3117";"5955";"250007";"Tidak Ada";"Tidak Ada";"Lombok";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:53:54"
"3118";"117";"4749";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"01:54:00"
"3119";"5955";"250008";"Tidak Ada";"Tidak Ada";"Lombok";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:55:25"
"3120";"5955";"250009";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:56:27"
"3121";"5955";"250010";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:58:08"
"3122";"5955";"250010";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"01:58:18"
"3123";"117";"4750";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"01:58:48"
"3124";"5955";"250011";"Labuhan";"Tidak Ada";"Lombok";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:00:07"
"3125";"5955";"250011";"Senaru";"Tidak Ada";"Lombok Utara";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:00:27"
"3126";"117";"4751";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"02:01:07"
"3127";"5955";"250012";"Senaru";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:02:14"
"3128";"117";"4752";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"02:03:26"
"3129";"5955";"250013";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:06:00"
"3130";"5955";"250013";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:06:08"
"3131";"5955";"250014";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:07:18"
"3132";"5955";"250016";"Tidak Ada";"Tidak Ada";"Lombok";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:09:14"
"3133";"5955";"250017";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:10:52"
"3134";"117";"4753";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"02:11:39"
"3135";"5955";"250018";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:12:18"
"3136";"117";"4754";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"02:13:22"
"3137";"5955";"250019";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:13:56"
"3138";"5955";"250020";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:15:09"
"3139";"117";"4755";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"02:15:13"
"3140";"5955";"250022";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:16:50"
"3141";"5955";"250023";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:17:54"
"3142";"5955";"250024";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:19:20"
"3143";"5955";"250025";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:21:21"
"3144";"5955";"250026";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:23:11"
"3145";"117";"4756";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"50";"2018-09-08";"02:25:13"
"3146";"5955";"250027";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:29:07"
"3147";"5955";"250027";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:29:15"
"3148";"5955";"250028";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:30:53"
"3149";"5955";"250028";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:30:59"
"3150";"5955";"250029";"Tidak Ada";"Tidak Ada";"Lombok Utara";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:32:07"
"3151";"5955";"250029";"Tidak Ada";"Tidak Ada";"Lombok Timur";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:32:25"
"3152";"5955";"250030";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:33:30"
"3153";"5955";"250030";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"71";"2018-09-08";"02:33:36"
"3154";"306";"13147";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:13:05"
"3155";"306";"13148";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:14:35"
"3156";"306";"13149";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:15:51"
"3157";"306";"13150";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:17:27"
"3158";"306";"13151";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:19:52"
"3159";"306";"13152";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:22:03"
"3160";"306";"13153";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:50:28"
"3161";"312";"13407";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:53:11"
"3162";"312";"13408";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:55:51"
"3163";"312";"13409";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"69";"2018-09-08";"07:57:49"
"3164";"192";"8400";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-08";"08:10:58"
"3165";"192";"8400";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-08";"08:11:08"
"3166";"192";"8401";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-08";"08:13:13"
"3167";"192";"8401";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-08";"08:13:22"
"3168";"192";"8402";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Meksiko";"Semenanjung Yucatan";"1";"2";"34";"2018-09-08";"08:19:57"
"3169";"192";"8403";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-08";"08:24:59"
"3170";"192";"8404";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-08";"08:27:52"
"3171";"192";"8404";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-08";"08:28:00"
"3172";"192";"8405";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-09-08";"08:34:00"
"3173";"351";"15095";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"43";"2018-09-08";"08:44:42"
"3174";"351";"15096";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Pulau Padar";"1";"2";"43";"2018-09-08";"08:47:37"
"3175";"351";"15097";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"43";"2018-09-08";"08:49:16"
"3176";"351";"15098";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"43";"2018-09-08";"08:50:33"
"3177";"351";"15099";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Pulau Padar";"1";"2";"43";"2018-09-08";"08:52:27"
"3178";"351";"15100";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"43";"2018-09-08";"08:55:15"
"3179";"351";"15101";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"bukit";"1";"2";"43";"2018-09-08";"08:56:04"
"3180";"351";"15102";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"pantai";"1";"2";"43";"2018-09-08";"08:57:52"
"3181";"351";"15102";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"lahan";"1";"2";"43";"2018-09-08";"08:58:03"
"3182";"222";"9450";"Tidak Ada";"Tidak Ada";"Dieng";"Jawa Tengah";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-09-08";"09:33:46"
